BookingCode,GuestCount,BookingDate,BookingStartTime,BookingEndTime,Duration,CreatedOn,TableCode
6891009,5,2019-09-25,72000,79199,7200,2019-09-25 18:30:06.267,13496.0
6893526,3,2019-09-28,66600,73799,7200,2019-09-26 19:18:39.317,13496.0
6888115,6,2019-09-28,73800,80999,7200,2019-09-24 13:59:26.573,13496.0
6907066,3,2019-10-03,66600,71999,5400,2019-10-02 17:48:02.917,13496.0
6911121,3,2019-10-04,67500,72899,5400,2019-10-04 13:14:18.820,13496.0
6928300,1,2019-10-11,64800,70199,5400,2019-10-11 15:51:10.870,13496.0
6920733,10,2019-10-11,70200,77399,7200,2019-10-08 13:03:20.070,13496.0
6924614,10,2019-10-12,63000,70199,7200,2019-10-09 21:51:51.493,13496.0
6942395,4,2019-10-18,66600,72899,6300,2019-10-17 15:10:19.853,13496.0
6947619,2,2019-10-19,61200,66599,5400,2019-10-19 14:37:30.833,13496.0
6945109,8,2019-10-19,72000,79199,7200,2019-10-18 16:19:15.843,13496.0
6949207,4,2019-10-24,64800,71099,6300,2019-10-19 22:49:33.113,13668.0
6962547,3,2019-10-25,70200,75599,5400,2019-10-25 18:09:09.113,13496.0
6956087,4,2019-10-26,70200,76499,6300,2019-10-23 11:54:25.263,13496.0
6977942,10,2019-10-31,70200,77399,7200,2019-10-31 19:26:29.953,13496.0
6975877,7,2019-11-01,75600,82799,7200,2019-10-30 23:00:15.757,13496.0
6981743,2,2019-11-02,76500,81899,5400,2019-11-02 12:22:00.840,13496.0
6950104,4,2019-11-02,55800,62099,6300,2019-10-20 14:53:40.787,13668.0
6992155,3,2019-11-08,70200,75599,5400,2019-11-06 18:07:31.140,13496.0
7015426,3,2019-11-15,73800,79199,5400,2019-11-15 19:53:22.117,13496.0
6996321,6,2019-11-16,72000,78299,6300,2019-11-08 13:01:22.057,13496.0
7003559,5,2019-11-16,68400,74699,6300,2019-11-11 12:04:41.973,13496.0
7017483,2,2019-11-16,63000,68399,5400,2019-11-16 16:53:31.717,13496.0
6949205,5,2019-11-16,64800,71099,6300,2019-10-19 22:47:02.097,13668.0
7035314,4,2019-11-23,74700,80999,6300,2019-11-23 20:12:12.900,13496.0
7046348,1,2019-11-28,65700,71099,5400,2019-11-28 18:08:13.627,13496.0
7047859,4,2019-11-29,63000,68399,5400,2019-11-29 13:12:28.533,13496.0
7026655,10,2019-11-29,70200,77399,7200,2019-11-20 17:10:19.707,13496.0
7057708,4,2019-12-06,66600,72899,6300,2019-12-03 17:26:34.797,13496.0
7064495,5,2019-12-14,73800,80099,6300,2019-12-06 15:55:31.833,13496.0
6895267,4,2019-12-19,70200,77399,7200,2019-09-27 16:12:25.220,13668.0
7019624,6,2019-12-19,71100,78299,7200,2019-11-17 15:46:41.267,13806.0
7019624,6,2019-12-19,71100,78299,7200,2019-11-17 15:46:41.267,13807.0
7019624,4,2019-12-19,71100,78299,7200,2019-11-17 15:46:41.267,13808.0
7093499,6,2019-12-20,68400,74699,6300,2019-12-20 13:12:01.993,13668.0
7093499,6,2019-12-20,68400,74699,6300,2019-12-20 13:12:01.993,13805.0
7048549,6,2019-12-21,54000,61199,7200,2019-11-29 16:51:11.313,13668.0
7048549,6,2019-12-21,54000,61199,7200,2019-11-29 16:51:11.313,13805.0
7095605,4,2019-12-23,73800,80099,6300,2019-12-21 13:07:55.463,13806.0
7075435,6,2019-12-23,68400,75599,7200,2019-12-11 16:37:58.153,13668.0
7075435,6,2019-12-23,68400,75599,7200,2019-12-11 16:37:58.153,13805.0
7093350,6,2019-12-24,61200,67499,6300,2019-12-20 12:33:35.993,13805.0
